time_start_time_trial,time_end_time_trial,rotation,chart_type,log_error,totalSequence,arc_angle_area,judged_true,ans_percentage_diff,opposite_ans,ans_trial,postID,correct_ans,time_diff_time_trial
1440454341406,1440454355817,284.10958617925644,Pie Chart,2.0443941193584534,18,,4,0.09302325581395349,57,47,idqh3e5b,43,14411
1440454902951,1440454906200,145.97803372889757,Area Chart,1.0874628412503393,57,,-2,-0.4,95,3,idqh3e5b,5,3249
1440454899913,1440454902948,50.32570721581578,Area Chart,2.6147098441152083,56,,-6,-0.375,84,10,idqh3e5b,16,3035
1440454875206,1440454878729,38.45741302706301,Donut Chart,2.0443941193584534,51,,4,0.04597701149425287,13,91,idqh3e5b,87,3523
1440454872594,1440454875205,17.67349270172417,Area Chart,0.16992500144231237,50,,-1,-0.16666666666666666,94,5,idqh3e5b,6,2611
1440454883058,1440454887385,243.51875005289912,Donut Angle Chart,2.357552004618084,53,,5,0.05434782608695652,8,97,idqh3e5b,92,4327
1440454878729,1440454883057,297.1027062088251,Arc-Length Chart,0.16992500144231237,52,,-1,-0.014285714285714285,30,69,idqh3e5b,70,4328
1440454355818,1440454364248,87.69003943540156,Donut Chart,2.0443941193584534,19,,-4,-0.18181818181818182,78,18,idqh3e5b,22,8430
1440454887386,1440454892848,141.46608802489936,Pie Angle Chart,2.357552004618084,54,,5,0.3333333333333333,85,20,idqh3e5b,15,5462
1440454578781,1440454583844,167.95021707192063,Donut Chart,0.16992500144231237,33,,-1,-0.25,96,3,idqh3e5b,4,5063
1440197344544,1440197354146,279.12267222069204,Pie Chart,0.16992500144231237,30,,1,0.013157894736842105,24,77,idm872bn,76,9602
1440197157215,1440197164322,270.9868979360908,Donut Chart,0.16992500144231237,0,Arc-Length,1,0.01098901098901099,9,92,idm872bn,91,7107
1440197386264,1440197393738,328.50509664975107,Donut Angle Chart,1.0874628412503393,37,,-2,-0.021739130434782608,8,90,idm872bn,92,7474
1440197282108,1440197287356,1.965859467163682,Arc-Length Chart,1.6438561897747246,22,,3,0.04838709677419355,38,65,idm872bn,62,5248
1440197378848,1440197386263,92.14453699998558,Arc-Length Chart,-3,36,,0,0,20,80,idm872bn,80,7415
1440197635987,1440197639036,145.55938750505447,Area Chart,1.0874628412503393,60,,-2,-0.03508771929824561,43,55,idm872bn,57,3049
1440197639036,1440197645780,37.72839792072773,Arc-Length Chart,1.6438561897747246,61,,-3,-0.06976744186046512,57,40,idm872bn,43,6744
1440197645780,1440197651884,218.77298681996763,Pie Angle Chart,1.0874628412503393,62,,-2,-0.08,75,23,idm872bn,25,6104
1440197651885,1440197701412,287.038666466251,Donut Chart,0.16992500144231237,63,,1,0.012345679012345678,19,82,idm872bn,81,49527
1440197701413,1440197708779,288.64776455797255,Pie Angle Chart,2.357552004618084,64,,-5,-0.07692307692307693,35,60,idm872bn,65,7366
1440197708779,,166.66157766245306,Donut Angle Chart,0.16992500144231237,65,,-1,-0.01282051282051282,22,77,idm872bn,78,
1440197720421,1440197723520,73.07275392115116,Pie Chart,0.16992500144231237,66,Arc-Length,-1,-0.01098901098901099,9,90,idm872bn,91,3099
1440197723522,1440197728591,308.7999312020838,Pie Chart,0.16992500144231237,67,Arc-Length,1,0.1111111111111111,91,10,idm872bn,9,5069
1440197728592,1440197734500,251.96952614933252,Pie Chart,4.651051691178929,68,Arc-Length,-25,-1,75,Area,idm872bn,25,5908
1440197734501,1440197740582,190.8980444725603,Donut Chart,0.16992500144231237,69,Arc-Length,-1,-0.01639344262295082,39,60,idm872bn,61,6081
1440197359235,1440197363762,66.06010738760233,Donut Chart,0.16992500144231237,32,,1,0.2,95,6,idm872bn,5,4527
1440197461293,1440197471788,320.56607278995216,Pie Chart,0.16992500144231237,42,,1,0.0625,84,17,idm872bn,16,10495
1440197296662,1440197300289,46.431855792179704,Pie Chart,-3,24,,0,0,85,15,idm872bn,15,3627
1440197300289,1440197310361,124.34463869780302,Pie Angle Chart,1.6438561897747246,25,,3,0.21428571428571427,86,17,idm872bn,14,10072
1440197310362,1440197321770,201.7828322108835,Pie Angle Chart,-3,26,,0,0,30,70,idm872bn,70,11408
1440197321770,1440197329089,334.73779359832406,Pie Angle Chart,0.16992500144231237,27,,-1,-0.017857142857142856,44,55,idm872bn,56,7319
1440197272325,1440197279167,8.844814896583557,Area Chart,2.8328900141647417,20,,-7,-0.14893617021276595,53,40,idm872bn,47,6842
1440197279168,1440197282108,27.17583236284554,Pie Chart,1.0874628412503393,21,,2,0.6666666666666666,97,5,idm872bn,3,2940
1440197529899,1440197537621,242.04437060281634,Arc-Length Chart,2.357552004618084,48,,-5,-0.13513513513513514,63,32,idm872bn,37,7722
1440197537622,1440197541646,62.30664253234863,Pie Chart,0.16992500144231237,49,,1,0.16666666666666666,94,7,idm872bn,6,4024
1440197499572,1440197519898,102.94861430302262,Donut Chart,-3,46,,0,0,60,40,idm872bn,40,20326
1440197287356,1440197296662,85.38260551169515,Donut Chart,0.16992500144231237,23,,1,0.014492753623188406,31,70,idm872bn,69,9306
1440197479854,1440197483225,253.4007414802909,Area Chart,0.16992500144231237,44,,1,0.011235955056179775,11,90,idm872bn,89,3371
1440197483225,1440197499571,131.0868327319622,Pie Chart,1.0874628412503393,45,,-2,-0.021739130434782608,8,90,idm872bn,92,16346
1440197329089,1440197333758,322.510367045179,Pie Chart,1.0874628412503393,28,,-2,-0.024390243902439025,18,80,idm872bn,82,4669
1440197333758,1440197344544,212.15870138257742,Donut Chart,2.0443941193584534,29,,-4,-0.21052631578947367,81,15,idm872bn,19,10786
1440197452576,1440197455844,44.47253328748047,Area Chart,1.0874628412503393,40,,-2,-0.022988505747126436,13,85,idm872bn,87,3268
1440197455845,1440197461292,25.179975908249617,Area Chart,1.0874628412503393,41,,-2,-0.03225806451612903,38,60,idm872bn,62,5447
1440197164322,1440197167445,304.0001454949379,Donut Chart,0.16992500144231237,1,Arc-Length,-1,-0.1111111111111111,91,8,idm872bn,9,3123
1440197373072,1440197378848,153.47026124596596,Donut Chart,-3,35,,0,0,48,52,idm872bn,52,5776
1440197172741,1440197175342,196.47498599253595,Pie Chart,0.16992500144231237,3,Arc-Length,-1,-0.01639344262295082,39,60,idm872bn,61,2601
1440197167445,1440197172740,143.93089410848916,Donut Chart,4.651051691178929,2,Arc-Length,-25,-1,75,Area,idm872bn,25,5295
1440197176707,,176.11241555772722,Pie Chart,4.651051691178929,5,Arc-Length,-25,-1,75,Area,idm872bn,25,
1440197175343,1440197176706,65.801323922351,Pie Chart,1.6438561897747246,4,Arc-Length,3,0.08108108108108109,63,40,idm872bn,37,1363
1440197184486,1440197192261,107.17449319548905,Arc-Length Chart,-3,7,,0,0,79,21,idm872bn,21,7775
1440197178939,1440197184485,96.54778861440718,Pie Chart,4.651051691178929,6,,-25,-1,75,,idm872bn,25,5546
1440197196069,1440197198987,310.57171834632754,Pie Chart,4.651051691178929,9,,-25,-1,75,,idm872bn,25,2918
1440197354146,1440197359234,127.67185888253152,Pie Angle Chart,1.0874628412503393,31,,2,0.125,84,18,idm872bn,16,5088
1440197471789,1440197479851,346.213844390586,Pie Angle Chart,0.16992500144231237,43,,-1,-0.014925373134328358,33,66,idm872bn,67,8062
1440197446290,1440197452575,8.089955616742373,Donut Angle Chart,2.6147098441152083,39,,-6,-0.06976744186046512,14,80,idm872bn,86,6285
1440197367639,1440197373072,86.4674084354192,Arc-Length Chart,1.0874628412503393,34,,-2,-0.05405405405405406,63,35,idm872bn,37,5433
1440197519899,1440197529899,17.465110709890723,Donut Angle Chart,0.16992500144231237,47,,-1,-0.024390243902439025,59,40,idm872bn,41,10000
1440197393738,1440197446289,199.9626223091036,Arc-Length Chart,-3,38,,0,0,45,55,idm872bn,55,52551
1440197192262,1440197196069,211.06429724022746,Arc-Length Chart,-3,8,,0,0,27,73,idm872bn,73,3807
1440197743614,,288.7129750940949,Donut Chart,4.651051691178929,71,Arc-Length,-25,-1,75,Area,idm872bn,25,
1440197740583,1440197743613,269.10622333176434,Donut Chart,1.6438561897747246,70,Arc-Length,3,0.08108108108108109,63,40,idm872bn,37,3030
1440197233259,1440197237703,348.300250293687,Pie Chart,4.651051691178929,15,,-25,-1,75,,idm872bn,25,4444
1440197227491,1440197233259,146.51742428541183,Donut Angle Chart,-3,14,,0,0,18,82,idm872bn,82,5768
1440197210779,1440197214799,223.87306133285165,Pie Angle Chart,-3,11,,0,0,23,77,idm872bn,77,4020
1440197198987,1440197210779,141.37643158435822,Pie Angle Chart,-3,10,,0,0,82,18,idm872bn,18,11792
1440197216581,1440197227491,97.408675448969,Donut Angle Chart,-3,13,,0,0,92,8,idm872bn,8,10910
1440197214799,1440197216581,66.29159116186202,Donut Chart,4.651051691178929,12,,-25,-1,75,,idm872bn,25,1782
1440197603069,1440197635985,107.18882004730403,Donut Chart,2.357552004618084,59,,5,0.08196721311475409,39,66,idm872bn,61,32916
1440197599580,1440197603069,86.97900057770312,Area Chart,3.189824558880017,58,,9,0.13636363636363635,34,75,idm872bn,66,3489
1440197243657,,257.3156334925443,Area Chart,-3,17,,0,0,33,67,idm872bn,67,
1440197237704,1440197243657,41.38210396282375,Area Chart,-3,16,,0,0,86,14,idm872bn,14,5953
1440197577820,1440197586550,122.5128548964858,Arc-Length Chart,1.6438561897747246,55,,3,0.09375,68,35,idm872bn,32,8730
1440197250778,1440197261501,315.28458354994655,Donut Angle Chart,0.16992500144231237,18,,-1,-0.0196078431372549,49,50,idm872bn,51,10723
1440197595048,1440197599579,145.94140464439988,Donut Angle Chart,0.16992500144231237,57,,1,0.05263157894736842,81,20,idm872bn,19,4531
1440197586550,1440197595047,308.45327999442816,Donut Chart,1.6438561897747246,56,,-3,-0.03409090909090909,12,85,idm872bn,88,8497
1440197549357,1440197557989,100.65737857483327,Pie Angle Chart,1.0874628412503393,51,,2,0.15384615384615385,87,15,idm872bn,13,8632
1440197541646,1440197549357,198.0954327620566,Arc-Length Chart,0.16992500144231237,50,,-1,-0.03225806451612903,69,30,idm872bn,31,7711
1440197560999,1440197569083,292.40679793059826,Donut Angle Chart,-3,53,,0,0,62,38,idm872bn,38,8084
1440197557989,1440197560999,135.4903972428292,Area Chart,1.6438561897747246,52,,3,0.75,96,7,idm872bn,4,3010
1440197261501,1440197272325,181.59808930009604,Area Chart,3.189824558880017,19,,9,0.8181818181818182,89,20,idm872bn,11,10824
1440197569084,1440197577820,288.5621051955968,Donut Angle Chart,0.16992500144231237,54,,-1,-0.02040816326530612,51,48,idm872bn,49,8736
1440197363762,1440197367639,132.14751002378762,Pie Chart,1.0874628412503393,33,,2,0.05555555555555555,64,38,idm872bn,36,3877
1440027049774,1440027056994,328.18111253902316,Area Chart,2.0443941193584534,30,,4,0.0975609756097561,59,45,idjeo37s,41,7220
1440026658064,1440026669287,48.1205989792943,Pie Chart,0.16992500144231237,0,Arc-Length,-1,-0.01098901098901099,9,90,idjeo37s,91,11223
1440027138798,1440027148064,49.04421312734485,Pie Angle Chart,4.257387842692652,37,,19,4.75,96,23,idjeo37s,4,9266
1440026936994,1440026947974,7.272034669294953,Pie Chart,0.16992500144231237,22,,-1,-0.0625,84,15,idjeo37s,16,10980
1440027128253,1440027138798,299.0606596134603,Pie Angle Chart,1.0874628412503393,36,,2,0.02564102564102564,22,80,idjeo37s,78,10545
1440027369884,1440027386994,264.6553874015808,Arc-Length Chart,2.357552004618084,60,,-5,-0.07142857142857142,30,65,idjeo37s,70,17110
1440027386994,1440027399307,22.729569179937243,Pie Chart,1.0874628412503393,61,,2,0.022727272727272728,12,90,idjeo37s,88,12313
1440027399307,1440027408215,128.5282292123884,Arc-Length Chart,1.0874628412503393,62,,-2,-0.021739130434782608,8,90,idjeo37s,92,8908
1440027408215,1440027418249,326.0310578159988,Arc-Length Chart,2.0443941193584534,63,,4,0.12903225806451613,69,35,idjeo37s,31,10034
1440027418249,1440027434167,281.18599184788764,Pie Angle Chart,5.361943773735241,64,,-41,-0.5061728395061729,19,40,idjeo37s,81,15918
1440027434167,,318.6922223120928,Area Chart,2.0443941193584534,65,,4,0.36363636363636365,89,15,idjeo37s,11,
1440027445401,1440027455878,359.5899808499962,Donut Chart,0.16992500144231237,66,Arc-Length,-1,-0.01098901098901099,9,90,idjeo37s,91,10477
1440027455879,1440027459946,165.8213165961206,Donut Chart,0.16992500144231237,67,Arc-Length,1,0.1111111111111111,91,10,idjeo37s,9,4067
1440027459946,1440027469335,333.1371646653861,Donut Chart,4.651051691178929,68,Arc-Length,-25,-1,75,Area,idjeo37s,25,9389
1440027469335,1440027480385,192.4256663583219,Pie Chart,2.0443941193584534,69,Arc-Length,4,0.06557377049180328,39,65,idjeo37s,61,11050
1440027067448,1440027088728,41.62862369790673,Donut Angle Chart,4.912889336229962,32,,30,2,85,45,idjeo37s,15,21280
1440027189446,1440027201840,153.87396555393934,Pie Chart,2.0443941193584534,42,,4,0.10526315789473684,62,42,idjeo37s,38,12394
1440026957564,1440026974396,242.94078178703785,Pie Chart,2.0443941193584534,24,,4,0.07142857142857142,44,60,idjeo37s,56,16832
1440026974396,1440026993488,101.5789611171931,Donut Chart,2.0443941193584534,25,,-4,-0.06060606060606061,34,62,idjeo37s,66,19092
1440026993488,1440027006869,127.80220099724829,Arc-Length Chart,1.6438561897747246,26,,3,0.13636363636363635,78,25,idjeo37s,22,13381
1440027006869,1440027027393,234.21496594324708,Donut Chart,1.0874628412503393,27,,-2,-0.021739130434782608,8,90,idjeo37s,92,20524
1440026915529,1440026927875,302.99952772445977,Pie Chart,0.16992500144231237,20,,1,0.013157894736842105,24,77,idjeo37s,76,12346
1440026927875,1440026936994,44.46643687784672,Arc-Length Chart,1.0874628412503393,21,,-2,-0.04081632653061224,51,47,idjeo37s,49,9119
1440027260509,1440027274869,224.3103028088808,Pie Chart,-3,48,,0,0,45,55,idjeo37s,55,14360
1440027274869,1440027287500,49.66677429154515,Arc-Length Chart,0.16992500144231237,49,,-1,-0.07692307692307693,87,12,idjeo37s,13,12631
1440027238289,1440027246873,92.52985912375152,Area Chart,1.0874628412503393,46,,-2,-0.03225806451612903,38,60,idjeo37s,62,8584
1440026947974,1440026957564,4.469077382236719,Pie Chart,0.16992500144231237,23,,-1,-0.05263157894736842,81,18,idjeo37s,19,9590
1440027213193,1440027226380,67.33632657676935,Pie Angle Chart,4.864186144654281,44,,29,0.47540983606557374,39,90,idjeo37s,61,13187
1440027226380,1440027238289,180.2645870950073,Arc-Length Chart,1.0874628412503393,45,,2,0.4,95,7,idjeo37s,5,11909
1440027027393,1440027039302,78.16778680309653,Donut Chart,1.6438561897747246,28,,3,0.09375,68,35,idjeo37s,32,11909
1440027039302,1440027049774,28.514271341264248,Area Chart,2.0443941193584534,29,,4,0.1111111111111111,64,40,idjeo37s,36,10472
1440027169570,1440027181815,103.38661107234657,Donut Chart,0.16992500144231237,40,,1,0.05263157894736842,81,20,idjeo37s,19,12245
1440027181815,1440027189446,256.9040606729686,Arc-Length Chart,-3,41,,0,0,60,40,idjeo37s,40,7631
1440026669287,1440026676274,71.21052503585815,Pie Chart,0.16992500144231237,1,Arc-Length,1,0.1111111111111111,91,10,idjeo37s,9,6987
1440027116471,1440027128253,356.9405988883227,Pie Angle Chart,4.864186144654281,35,,29,0.4461538461538462,35,94,idjeo37s,65,11782
1440026686596,1440026706441,334.37031503766775,Donut Chart,0.16992500144231237,3,Arc-Length,-1,-0.01639344262295082,39,60,idjeo37s,61,19845
1440026676274,1440026686596,131.42119640484452,Pie Chart,4.651051691178929,2,Arc-Length,-25,-1,75,Angle,idjeo37s,25,10322
1440026711398,,86.8827751558274,Donut Chart,4.651051691178929,5,Arc-Length,-25,-1,75,Area,idjeo37s,25,
1440026706441,1440026711398,147.35493063926697,Donut Chart,1.6438561897747246,4,Arc-Length,3,0.08108108108108109,63,40,idjeo37s,37,4957
1440026744776,1440026772531,288.5852089058608,Arc-Length Chart,-3,7,,0,0,79,21,idjeo37s,21,27755
1440026724557,1440026744776,124.82971603050828,Pie Chart,4.651051691178929,6,,-25,-1,75,,idjeo37s,25,20219
1440026782592,1440026799876,61.93856215104461,Pie Chart,4.651051691178929,9,,-25,-1,75,,idjeo37s,25,17284
1440027056994,1440027067448,98.9974470064044,Area Chart,2.357552004618084,31,,5,0.2,75,30,idjeo37s,25,10454
1440027201840,1440027213193,169.0842594858259,Donut Angle Chart,5.527477006060396,43,,-46,-0.5348837209302325,14,40,idjeo37s,86,11353
1440027159894,1440027169570,40.71690045297146,Area Chart,1.6438561897747246,39,,3,0.08108108108108109,63,40,idjeo37s,37,9676
1440027104636,1440027116471,92.02223011292517,Donut Chart,2.0443941193584534,34,,-4,-0.057971014492753624,31,65,idjeo37s,69,11835
1440027246873,1440027260509,68.80020635202527,Donut Angle Chart,3.7142455176661224,47,,13,0.19402985074626866,33,80,idjeo37s,67,13636
1440027148064,1440027159893,167.00783165171742,Donut Chart,1.0874628412503393,38,,2,0.038461538461538464,48,54,idjeo37s,52,11829
1440026772531,1440026782592,112.5718202535063,Arc-Length Chart,-3,8,,0,0,27,73,idjeo37s,73,10061
1440027485889,,91.96433261968195,Pie Chart,4.651051691178929,71,Arc-Length,-25,-1,75,Angle,idjeo37s,25,
1440027480385,1440027485889,204.08356907777488,Pie Chart,1.0874628412503393,70,Arc-Length,-2,-0.05405405405405406,63,35,idjeo37s,37,5504
1440026864095,1440026867569,45.603326288983226,Pie Chart,4.651051691178929,15,,-25,-1,75,,idjeo37s,25,3474
1440026850173,1440026864095,146.57908634282649,Donut Angle Chart,-3,14,,0,0,18,82,idjeo37s,82,13922
1440026810103,1440026824112,211.80995226837695,Pie Angle Chart,-3,11,,0,0,23,77,idjeo37s,77,14009
1440026799876,1440026810103,6.681809714064002,Pie Angle Chart,-3,10,,0,0,82,18,idjeo37s,18,10227
1440026832795,1440026850173,271.2947298679501,Donut Angle Chart,-3,13,,0,0,92,8,idjeo37s,8,17378
1440026824112,1440026832795,333.56093290261924,Donut Chart,4.651051691178929,12,,-25,-1,75,,idjeo37s,25,8683
1440027360716,1440027369884,328.40604761615396,Donut Chart,0.16992500144231237,59,,-1,-0.0625,84,15,idjeo37s,16,9168
1440027354342,1440027360716,264.59751622751355,Pie Angle Chart,4.467605550082998,58,,-22,-0.2682926829268293,18,60,idjeo37s,82,6374
1440026888273,,114.19953254051507,Area Chart,-3,17,,0,0,33,67,idjeo37s,67,
1440026867569,1440026888273,305.87629831396043,Area Chart,-3,16,,0,0,86,14,idjeo37s,14,20704
1440027334203,1440027343286,353.9494485128671,Area Chart,1.0874628412503393,55,,-2,-0.03508771929824561,43,55,idjeo37s,57,9083
1440026896623,1440026907799,280.1903170533478,Donut Angle Chart,2.357552004618084,18,,5,0.0625,20,85,idjeo37s,80,11176
1440027349821,1440027354342,165.33921232447028,Pie Angle Chart,5.588714635582264,57,,48,0.9411764705882353,49,99,idjeo37s,51,4521
1440027343286,1440027349821,25.523210484534502,Donut Angle Chart,2.8328900141647417,56,,7,2.3333333333333335,97,10,idjeo37s,3,6535
1440027295887,1440027310569,215.63417170196772,Donut Angle Chart,5.049848549450561,51,,33,0.532258064516129,38,95,idjeo37s,62,14682
1440027287500,1440027295887,178.15545433200896,Donut Chart,1.0874628412503393,50,,2,0.046511627906976744,57,45,idjeo37s,43,8387
1440027317321,1440027326807,16.830122619867325,Pie Chart,0.16992500144231237,53,,1,0.011494252873563218,13,88,idjeo37s,87,9486
1440027310569,1440027317321,292.8333410806954,Donut Angle Chart,5.675957032941749,52,,51,1.0851063829787233,53,98,idjeo37s,47,6752
1440026907799,1440026915529,2.48920856975019,Area Chart,4.098032082960526,19,,-17,-0.2073170731707317,18,65,idjeo37s,82,7730
1440027326807,1440027334203,325.44013758189976,Pie Angle Chart,5.174925682500679,54,,36,2.5714285714285716,86,50,idjeo37s,14,7396
1440027088728,1440027104636,325.60410470701754,Donut Angle Chart,5.588714635582264,33,,48,1.2972972972972974,63,85,idjeo37s,37,15908
1440181445100,1440181449822,251.14333620294929,Pie Chart,2.357552004618084,30,,-5,-0.13157894736842105,62,33,idlyiq3t,38,4722
1440181017809,1440181039046,27.630354054272175,Donut Chart,0.16992500144231237,0,Arc-Length,-1,-0.01098901098901099,9,90,idlyiq3t,91,21237
1440181564448,1440181576440,130.06396737881005,Pie Angle Chart,3.0223678130284544,37,,-8,-0.14545454545454545,45,47,idlyiq3t,55,11992
1440181342647,1440181356380,241.77119339816272,Arc-Length Chart,3.0223678130284544,22,,8,0.5714285714285714,86,22,idlyiq3t,14,13733
1440181548282,1440181564448,152.5539054069668,Pie Angle Chart,2.0443941193584534,36,,4,0.1111111111111111,64,40,idlyiq3t,36,16166
1440182175679,1440182205973,68.66524731740355,Donut Chart,1.6438561897747246,60,,3,0.13636363636363635,78,25,idlyiq3t,22,30294
1440182205973,1440182216088,70.872593941167,Area Chart,2.6147098441152083,61,,6,2,97,9,idlyiq3t,3,10115
1440182216088,1440182226297,116.48744937032461,Area Chart,2.0443941193584534,62,,-4,-0.21052631578947367,81,15,idlyiq3t,19,10209
1440182226297,1440182238057,319.7628930117935,Donut Angle Chart,4.7615512324444795,63,,-27,-0.4153846153846154,35,38,idlyiq3t,65,11760
1440182238073,1440182245712,311.24022332020104,Pie Chart,2.6147098441152083,64,,-6,-0.11538461538461539,48,46,idlyiq3t,52,7639
1440182245712,,14.37543106265366,Donut Angle Chart,-3,65,,0,0,75,25,idlyiq3t,25,
1440182253181,1440182270205,95.13914851471782,Pie Chart,2.6147098441152083,66,Arc-Length,-6,-0.06593406593406594,9,85,idlyiq3t,91,17024
1440182270220,1440182275062,357.25550196133554,Pie Chart,2.6147098441152083,67,Arc-Length,6,0.6666666666666666,91,15,idlyiq3t,9,4842
1440182275062,1440182282532,185.29862101189792,Pie Chart,4.651051691178929,68,Arc-Length,-25,-1,75,Area,idlyiq3t,25,7470
1440182282532,1440182320873,174.53032437711954,Donut Chart,4.813781191217037,69,Arc-Length,-28,-0.45901639344262296,39,33,idlyiq3t,61,38341
1440181453507,1440181503022,14.645432783290744,Pie Chart,1.0874628412503393,32,,-2,-0.125,84,14,idlyiq3t,16,49515
1440181680093,1440181686034,291.70632605440915,Donut Chart,2.0443941193584534,42,,4,1,96,8,idlyiq3t,4,5941
1440181362202,1440181369405,71.24727850779891,Donut Chart,2.6147098441152083,24,,6,0.07317073170731707,18,88,idlyiq3t,82,7203
1440181369405,1440181387573,166.25435060821474,Donut Angle Chart,5.861086905995394,25,,-58,-0.725,20,22,idlyiq3t,80,18168
1440181387573,1440181404823,158.10440101660788,Donut Angle Chart,4.1799090900149345,26,,-18,-0.2903225806451613,38,44,idlyiq3t,62,17250
1440181404823,1440181424729,185.33315126784146,Arc-Length Chart,2.8328900141647417,27,,-7,-0.1044776119402985,33,60,idlyiq3t,67,19906
1440181320511,1440181331721,94.98509952798486,Area Chart,2.357552004618084,20,,5,0.8333333333333334,94,11,idlyiq3t,6,11210
1440181331721,1440181342647,99.4274336937815,Area Chart,1.6438561897747246,21,,-3,-0.06382978723404255,53,44,idlyiq3t,47,10926
1440181922417,1440181937217,230.6017009075731,Pie Angle Chart,5.174925682500679,48,,-36,-0.5217391304347826,31,33,idlyiq3t,69,14800
1440181937232,1440181967392,72.92993140406907,Pie Chart,6.211888294546004,49,,-74,-0.8314606741573034,11,15,idlyiq3t,89,30160
1440181902576,1440181914959,23.544775396585464,Donut Angle Chart,1.0874628412503393,46,,2,0.15384615384615385,87,15,idlyiq3t,13,12383
1440181356380,1440181362202,271.81042855605483,Arc-Length Chart,-3,23,,0,0,12,88,idlyiq3t,88,5822
1440181694853,1440181865663,85.95502277836204,Donut Angle Chart,5.049848549450561,44,,-33,-0.5,34,33,idlyiq3t,66,170810
1440181865679,1440181902576,328.0151151493192,Arc-Length Chart,5.957102041562286,45,,-62,-0.7560975609756098,18,20,idlyiq3t,82,36897
1440181424729,1440181438943,353.9945268072188,Arc-Length Chart,2.0443941193584534,28,,-4,-0.08163265306122448,51,45,idlyiq3t,49,14214
1440181438959,1440181445084,59.312426978722215,Pie Chart,2.0443941193584534,29,,-4,-0.043478260869565216,8,88,idlyiq3t,92,6125
1440181599834,1440181627276,328.1274953484535,Donut Chart,5.3264294871223035,40,,-40,-0.5714285714285714,30,30,idlyiq3t,70,27442
1440181627292,1440181680093,184.00561898946762,Pie Chart,1.6438561897747246,41,,3,0.08108108108108109,63,40,idlyiq3t,37,52801
1440181039046,1440181111561,250.21009845659137,Donut Chart,0.16992500144231237,1,Arc-Length,1,0.1111111111111111,91,10,idlyiq3t,9,72515
1440181541225,1440181548282,151.4989869017154,Area Chart,0.16992500144231237,35,,1,0.023255813953488372,57,44,idlyiq3t,43,7057
1440181142383,1440181152261,173.19704638794065,Pie Chart,2.6147098441152083,3,Arc-Length,6,0.09836065573770492,39,67,idlyiq3t,61,9878
1440181111561,1440181142383,100.17905772663653,Donut Chart,4.651051691178929,2,Arc-Length,-25,-1,75,Area,idlyiq3t,25,30822
1440181157536,,13.383934227749705,Pie Chart,4.651051691178929,5,Arc-Length,-25,-1,75,Area,idlyiq3t,25,
1440181152264,1440181157536,74.83863333240151,Pie Chart,2.0443941193584534,4,Arc-Length,-4,-0.10810810810810811,63,33,idlyiq3t,37,5272
1440181198803,1440181235621,191.46087979897857,Arc-Length Chart,-3,7,,0,0,79,21,idlyiq3t,21,36818
1440181172781,1440181198787,86.28754964098334,Pie Chart,4.651051691178929,6,,-25,-1,75,,idlyiq3t,25,26006
1440181241564,1440181248090,0.3198995254933834,Pie Chart,4.651051691178929,9,,-25,-1,75,,idlyiq3t,25,6526
1440181449838,1440181453507,25.998117718845606,Pie Chart,3.3398500028846247,31,,10,0.17857142857142858,44,66,idlyiq3t,56,3669
1440181686034,1440181694853,224.5694062113762,Arc-Length Chart,1.0874628412503393,43,,-2,-0.022988505747126436,13,85,idlyiq3t,87,8819
1440181584868,1440181599834,11.90309090539813,Pie Angle Chart,5.588714635582264,39,,-48,-0.5925925925925926,19,33,idlyiq3t,81,14966
1440181521408,1440181541225,0.6660701986402273,Pie Angle Chart,3.820178962415188,34,,14,0.875,84,30,idlyiq3t,16,19817
1440181914959,1440181922417,143.177779186517,Donut Angle Chart,3.7142455176661224,47,,-13,-0.22807017543859648,43,44,idlyiq3t,57,7458
1440181576440,1440181584868,13.439177758991718,Donut Angle Chart,3.9188632372745946,38,,15,0.7894736842105263,81,34,idlyiq3t,19,8428
1440181235621,1440181241564,344.8244059737772,Arc-Length Chart,-3,8,,0,0,27,73,idlyiq3t,73,5943
1440182334903,,249.02477798983455,Donut Chart,4.651051691178929,71,Arc-Length,-25,-1,75,Area,idlyiq3t,25,
1440182320889,1440182334903,45.398547844961286,Donut Chart,1.0874628412503393,70,Arc-Length,-2,-0.05405405405405406,63,35,idlyiq3t,37,14014
1440181285158,1440181287542,292.7680996991694,Pie Chart,4.651051691178929,15,,-25,-1,75,,idlyiq3t,25,2384
1440181279969,1440181285158,197.29012322612107,Donut Angle Chart,-3,14,,0,0,18,82,idlyiq3t,82,5189
1440181260747,1440181267540,8.680443679913878,Pie Angle Chart,-3,11,,0,0,23,77,idlyiq3t,77,6793
1440181248090,1440181260747,79.29028046317399,Pie Angle Chart,-3,10,,0,0,82,18,idlyiq3t,18,12657
1440181274660,1440181279969,30.476575456559658,Donut Angle Chart,-3,13,,0,0,92,8,idlyiq3t,8,5309
1440181267540,1440181274660,267.7776045072824,Donut Chart,4.651051691178929,12,,-25,-1,75,,idlyiq3t,25,7120
1440182169024,1440182175679,323.56650059111416,Pie Angle Chart,6.211888294546004,59,,-74,-0.8043478260869565,8,18,idlyiq3t,92,6655
1440182142832,1440182169024,45.74168426916003,Pie Chart,5.7582232147267245,58,,-54,-0.7105263157894737,24,22,idlyiq3t,76,26192
