time_start_time_trial,time_end_time_trial,rotation,chart_type,log_error,totalSequence,arc_angle_area,judged_true,ans_percentage_diff,opposite_ans,ans_trial,postID,correct_ans,time_diff_time_trial
1440433987679,1440433992351,291.94650244899094,Donut Angle Chart,1.6438561897747246,23,,3,0.08108108108108109,63,40,idq535nk,37,4672
1440434148687,1440434152622,207.1753211505711,Donut Chart,0.16992500144231237,44,,1,0.011235955056179775,11,90,idq535nk,89,3935
1440434152623,1440434157750,53.46436911262572,Area Chart,0.16992500144231237,45,,1,0.010869565217391304,8,93,idq535nk,92,5127
1440434016647,1440434035326,6.1663745529949665,Pie Chart,12.772752718783936,28,,6998,99.97142857142858,30,7068,idq535nk,70,18679
1440434035327,1440434046010,315.26766509748995,Donut Angle Chart,0.16992500144231237,29,,1,0.25,96,5,idq535nk,4,10683
1440434120228,1440434125195,230.84093031473458,Pie Angle Chart,1.0874628412503393,40,,-2,-0.021739130434782608,8,90,idq535nk,92,4967
1440434125196,1440434127970,165.06031706929207,Arc-Length Chart,0.16992500144231237,41,,-1,-0.0196078431372549,49,50,idq535nk,51,2774
1440433824922,1440433832184,342.9211736563593,Pie Chart,2.6147098441152083,1,Arc-Length,6,0.6666666666666666,91,15,idq535nk,9,7262
1440434091516,1440434098299,53.1856279168278,Area Chart,0.16992500144231237,35,,1,0.02702702702702703,63,38,idq535nk,37,6783
1440433842632,1440433852819,137.82572438009083,Donut Chart,2.0443941193584534,3,Arc-Length,4,0.06557377049180328,39,65,idq535nk,61,10187
1440433832185,1440433842632,207.04169391654432,Pie Chart,4.651051691178929,2,Arc-Length,-25,-1,75,Area,idq535nk,25,10447
1440433858939,,178.48774960264564,Donut Chart,4.651051691178929,5,Arc-Length,-25,-1,75,Arc-Length,idq535nk,25,
1440433852820,1440433858939,294.4200687110424,Donut Chart,1.0874628412503393,4,Arc-Length,-2,-0.05405405405405406,63,35,idq535nk,37,6119
1440433879104,1440433891255,229.70848029479384,Arc-Length Chart,-3,7,,0,0,79,21,idq535nk,21,12151
1440433869983,1440433879103,105.47707834281027,Pie Chart,4.651051691178929,6,,-25,-1,75,,idq535nk,25,9120
1440433896855,1440433903155,350.4240996669978,Pie Chart,4.651051691178929,9,,-25,-1,75,,idq535nk,25,6300
1440434053402,1440434065769,302.02504623681307,Arc-Length Chart,2.0443941193584534,31,,-4,-0.057971014492753624,31,65,idq535nk,69,12367
1440434141772,1440434148686,196.04550221934915,Donut Angle Chart,1.0874628412503393,43,,2,0.125,84,18,idq535nk,16,6914
1440434115356,1440434120227,340.52187541499734,Pie Chart,-3,39,,0,0,75,25,idq535nk,25,4871
1440434086217,1440434091515,285.8301481604576,Area Chart,1.0874628412503393,34,,-2,-0.09090909090909091,78,20,idq535nk,22,5298
1440434161318,1440434164421,36.50734129361808,Arc-Length Chart,3.189824558880017,47,,9,0.16071428571428573,44,65,idq535nk,56,3103
1440434109464,1440434115355,264.91861428134143,Area Chart,2.6147098441152083,38,,6,0.0967741935483871,38,68,idq535nk,62,5891
1440433891256,1440433896855,217.79680020175874,Arc-Length Chart,-3,8,,0,0,27,73,idq535nk,73,5599
1440434326690,,56.35681226849556,Donut Chart,4.651051691178929,71,Arc-Length,-25,-1,75,Arc-Length,idq535nk,25,
1440434319113,1440434326688,3.3398079592734575,Donut Chart,1.0874628412503393,70,Arc-Length,-2,-0.05405405405405406,63,35,idq535nk,37,7575
1440433931230,1440433933297,133.92487599514425,Pie Chart,4.651051691178929,15,,-25,-1,75,,idq535nk,25,2067
1440433926534,1440433931229,173.0955069232732,Donut Angle Chart,-3,14,,0,0,18,82,idq535nk,82,4695
1440433907118,1440433917889,165.80662094056606,Pie Angle Chart,-3,11,,0,0,23,77,idq535nk,77,10771
1440433903156,1440433907118,131.11049953848124,Pie Angle Chart,-3,10,,0,0,82,18,idq535nk,18,3962
1440433920931,1440433926533,252.26856118999422,Donut Angle Chart,-3,13,,0,0,92,8,idq535nk,8,5602
1440433917890,1440433920930,72.19291753135622,Donut Chart,4.651051691178929,12,,-25,-1,75,,idq535nk,25,3040
1440434243961,1440434268201,157.3071282170713,Donut Angle Chart,1.0874628412503393,59,,2,0.6666666666666666,97,5,idq535nk,3,24240
1440434221713,1440434243960,186.29559148103,Donut Chart,-3,58,,0,0,53,47,idq535nk,47,22247
1440433936694,,277.17024240642786,Area Chart,-3,17,,0,0,33,67,idq535nk,67,
1440433933298,1440433936693,165.43950648978353,Area Chart,-3,16,,0,0,86,14,idq535nk,14,3395
1440434208097,1440434215063,226.60413726232946,Pie Chart,0.16992500144231237,55,,1,0.05263157894736842,81,20,idq535nk,19,6966
1440433939073,1440433949645,69.49596692807972,Pie Chart,1.0874628412503393,18,,-2,-0.024390243902439025,18,80,idq535nk,82,10572
1440434218233,1440434221712,201.5985565725714,Pie Chart,2.8328900141647417,57,,7,0.1346153846153846,48,59,idq535nk,52,3479
1440434215064,1440434218232,47.93083235621452,Arc-Length Chart,1.6438561897747246,56,,-3,-0.03409090909090909,12,85,idq535nk,88,3168
1440434187615,1440434191461,184.14664149284363,Area Chart,0.16992500144231237,51,,-1,-0.011627906976744186,14,85,idq535nk,86,3846
1440434181374,1440434187614,321.3765317481011,Donut Angle Chart,4.098032082960526,50,,17,0.3953488372093023,57,60,idq535nk,43,6240
1440434194366,1440434199277,56.42579239793122,Donut Chart,2.357552004618084,53,,5,0.08771929824561403,43,62,idq535nk,57,4911
1440434191462,1440434194365,245.8912064228207,Arc-Length Chart,3.820178962415188,52,,14,0.22950819672131148,39,75,idq535nk,61,2903
1440433949646,1440433956782,199.79518474079669,Donut Chart,1.0874628412503393,19,,-2,-0.04081632653061224,51,47,idq535nk,49,7136
1440434199277,1440434208095,64.48479037731886,Donut Chart,1.0874628412503393,54,,2,0.030303030303030304,34,68,idq535nk,66,8818
1440434075970,1440434086216,50.57145816273987,Donut Chart,-3,33,,0,0,22,78,idq535nk,78,10246
1440103004348,1440103007306,114.8520806338638,Arc-Length Chart,1.6438561897747246,30,,3,0.06382978723404255,53,50,idknzou1,47,2958
1440102796781,1440102804278,158.62693791277707,Donut Chart,0.16992500144231237,0,Arc-Length,-1,-0.01098901098901099,9,90,idknzou1,91,7497
1440103026651,1440103031225,255.51258285529912,Donut Angle Chart,2.0443941193584534,37,,4,0.25,84,20,idknzou1,16,4574
1440102974321,1440102978796,77.90613287128508,Donut Angle Chart,5.675957032941749,22,,51,2.6842105263157894,81,70,idknzou1,19,4475
1440103023395,1440103026650,124.08669283613563,Pie Angle Chart,1.6438561897747246,36,,3,0.057692307692307696,48,55,idknzou1,52,3255
1440103098792,1440103104503,27.605840088799596,Donut Angle Chart,0.16992500144231237,60,,1,0.07142857142857142,86,15,idknzou1,14,5711
1440103104504,1440103107215,263.1630084011704,Pie Angle Chart,4.011227255423254,61,,-16,-0.26229508196721313,39,45,idknzou1,61,2711
1440103107216,1440103109639,0.6181094516068697,Pie Angle Chart,5.836050355058069,62,,-57,-0.6951219512195121,18,25,idknzou1,82,2423
1440103109640,1440103112063,5.078286090865731,Donut Angle Chart,0.16992500144231237,63,,-1,-0.16666666666666666,94,5,idknzou1,6,2423
1440103112064,1440103114214,74.74605252966285,Donut Angle Chart,5.675957032941749,64,,-51,-0.6296296296296297,19,30,idknzou1,81,2150
1440103114215,,182.46379950083792,Arc-Length Chart,2.0443941193584534,65,,-4,-0.0449438202247191,11,85,idknzou1,89,
1440103116818,1440103124319,220.80366421490908,Donut Chart,0.16992500144231237,66,Arc-Length,-1,-0.01098901098901099,9,90,idknzou1,91,7501
1440103124320,1440103126422,232.71720768883824,Donut Chart,0.16992500144231237,67,Arc-Length,1,0.1111111111111111,91,10,idknzou1,9,2102
1440103126424,1440103130281,65.3577918279916,Donut Chart,4.651051691178929,68,Arc-Length,-25,-1,75,Area,idknzou1,25,3857
1440103130283,1440103137278,182.7422469947487,Pie Chart,0.16992500144231237,69,Arc-Length,-1,-0.01639344262295082,39,60,idknzou1,61,6995
1440103009372,1440103012770,215.10423760861158,Pie Angle Chart,4.813781191217037,32,,28,0.7567567567567568,63,65,idknzou1,37,3398
1440103041130,1440103043081,245.4427425004542,Donut Chart,1.0874628412503393,42,,-2,-0.021739130434782608,8,90,idknzou1,92,1951
1440102982637,1440102985660,344.46107218042016,Arc-Length Chart,0.16992500144231237,24,,-1,-0.03225806451612903,69,30,idknzou1,31,3023
1440102985660,1440102989099,328.0711127165705,Pie Chart,2.0443941193584534,25,,4,0.0975609756097561,59,45,idknzou1,41,3439
1440102989100,1440102992123,5.084756584838033,Area Chart,0.16992500144231237,26,,-1,-0.011627906976744186,14,85,idknzou1,86,3023
1440102992124,1440102994363,263.87806076556444,Area Chart,1.0874628412503393,27,,-2,-0.029850746268656716,33,65,idknzou1,67,2239
1440102962405,1440102969076,332.49503175728023,Pie Chart,1.6438561897747246,20,,3,0.08108108108108109,63,40,idknzou1,37,6671
1440102969077,1440102974320,110.71716475300491,Donut Chart,3.4757334309663976,21,,11,0.22448979591836735,51,60,idknzou1,49,5243
1440103057722,1440103062113,132.00726376846433,Area Chart,1.0874628412503393,48,,-2,-0.03225806451612903,38,60,idknzou1,62,4391
1440103062114,1440103064832,158.90261242166162,Donut Chart,-3,49,,0,0,85,15,idknzou1,15,2718
1440103051162,1440103054873,342.4213815573603,Area Chart,1.6438561897747246,46,,-3,-0.07894736842105263,62,35,idknzou1,38,3711
1440102978796,1440102982636,280.5335513781756,Arc-Length Chart,1.0874628412503393,23,,-2,-0.024390243902439025,18,80,idknzou1,82,3840
1440103046170,1440103048481,47.62808530591428,Arc-Length Chart,3.0223678130284544,44,,8,0.14035087719298245,43,65,idknzou1,57,2311
1440103048482,1440103051161,153.4676111396402,Pie Chart,-3,45,,0,0,75,25,idknzou1,25,2679
1440102994364,1440102998971,269.8505298793316,Donut Angle Chart,3.4757334309663976,28,,11,0.15942028985507245,31,80,idknzou1,69,4607
1440102998972,1440103004347,359.42448251880705,Pie Chart,-3,29,,0,0,30,70,idknzou1,70,5375
1440103036674,1440103038666,212.1990198455751,Pie Angle Chart,0.16992500144231237,40,,1,0.25,96,5,idknzou1,4,1992
1440103038666,1440103041129,215.27346664108336,Pie Chart,2.357552004618084,41,,5,0.0625,20,85,idknzou1,80,2463
1440102804279,1440102809973,200.86693787947297,Donut Chart,0.16992500144231237,1,Arc-Length,1,0.1111111111111111,91,10,idknzou1,9,5694
1440103020611,1440103023394,150.7153168413788,Donut Angle Chart,6.35974956032233,35,,-82,-0.8913043478260869,8,10,idknzou1,92,2783
1440102817680,1440102823791,123.16059043630958,Pie Chart,2.0443941193584534,3,Arc-Length,4,0.06557377049180328,39,65,idknzou1,61,6111
1440102809974,1440102817679,4.198277536779642,Donut Chart,4.651051691178929,2,Arc-Length,-25,-1,75,Area,idknzou1,25,7705
1440102829041,,154.18625104241073,Pie Chart,4.651051691178929,5,Arc-Length,-25,-1,75,Area,idknzou1,25,
1440102823792,1440102829040,37.14566370472312,Pie Chart,1.0874628412503393,4,Arc-Length,-2,-0.05405405405405406,63,35,idknzou1,37,5248
1440102850299,1440102885537,248.82546345703304,Arc-Length Chart,-3,7,,0,0,79,21,idknzou1,21,35238
1440102836348,1440102850299,354.0018602181226,Pie Chart,4.651051691178929,6,,-25,-1,75,,idknzou1,25,13951
1440102892735,1440102895050,224.47701291181147,Pie Chart,4.651051691178929,9,,-25,-1,75,,idknzou1,25,2315
1440103007307,1440103009371,143.75228396616876,Donut Chart,1.0874628412503393,31,,2,0.6666666666666666,97,5,idknzou1,3,2064
1440103043082,1440103046169,223.56641971506178,Pie Chart,0.16992500144231237,43,,1,0.011494252873563218,13,88,idknzou1,87,3087
1440103034386,1440103036673,187.51885816454887,Donut Angle Chart,2.0443941193584534,39,,4,0.0784313725490196,49,55,idknzou1,51,2287
1440103015732,1440103020610,344.1760210040957,Donut Chart,1.0874628412503393,34,,2,0.030303030303030304,34,68,idknzou1,66,4878
1440103054874,1440103057721,169.58305405452847,Pie Chart,1.0874628412503393,47,,2,0.046511627906976744,57,45,idknzou1,43,2847
1440103031226,1440103034386,302.00497685931623,Donut Chart,2.0443941193584534,38,,4,0.25,84,20,idknzou1,16,3160
1440102885538,1440102892734,71.45244285464287,Arc-Length Chart,-3,8,,0,0,27,73,idknzou1,73,7196
1440103139695,,249.8425422795117,Pie Chart,4.651051691178929,71,Arc-Length,-25,-1,75,Area,idknzou1,25,
1440103137279,1440103139694,119.81256946921349,Pie Chart,1.6438561897747246,70,Arc-Length,3,0.08108108108108109,63,40,idknzou1,37,2415
1440102936830,1440102938842,280.31787662766874,Pie Chart,4.651051691178929,15,,-25,-1,75,,idknzou1,25,2012
1440102928710,1440102936829,309.72091586329043,Donut Angle Chart,1.0874628412503393,14,,-2,-0.024390243902439025,18,80,idknzou1,82,8119
1440102902962,1440102915380,112.2744726575911,Pie Angle Chart,-3,11,,0,0,23,77,idknzou1,77,12418
1440102895051,1440102902962,141.65020080283284,Pie Angle Chart,0.16992500144231237,10,,1,0.05555555555555555,82,19,idknzou1,18,7911
1440102923884,1440102928710,248.91902041621506,Donut Angle Chart,-3,13,,0,0,92,8,idknzou1,8,4826
1440102915380,1440102923883,334.21564595773816,Donut Chart,4.651051691178929,12,,-25,-1,75,,idknzou1,25,8503
1440103095880,1440103098791,357.5841745734215,Area Chart,2.357552004618084,59,,-5,-0.125,60,35,idknzou1,40,2911
1440103092736,1440103095879,167.12035685777664,Donut Chart,-3,58,,0,0,95,5,idknzou1,5,3143
1440102945414,,256.7380383051932,Area Chart,3.0223678130284544,17,,8,0.11940298507462686,33,75,idknzou1,67,
1440102938843,1440102945413,145.60871860943735,Area Chart,1.0874628412503393,16,,2,0.14285714285714285,86,16,idknzou1,14,6570
1440103084440,1440103086584,79.34796648100019,Pie Angle Chart,4.592457037268081,55,,24,0.6666666666666666,64,60,idknzou1,36,2144
1440102950117,1440102956701,44.33137231506407,Area Chart,0.16992500144231237,18,,1,0.05263157894736842,81,20,idknzou1,19,6584
1440103090040,1440103092735,183.50204598158598,Area Chart,1.0874628412503393,57,,2,0.15384615384615385,87,15,idknzou1,13,2695
1440103086585,1440103090040,281.8006887752563,Pie Angle Chart,-3,56,,0,0,45,55,idknzou1,55,3455
1440103071529,1440103074384,211.6189665812999,Area Chart,2.357552004618084,51,,5,0.07692307692307693,35,70,idknzou1,65,2855
1440103064833,1440103071528,136.96216103620827,Arc-Length Chart,2.0443941193584534,50,,-4,-0.18181818181818182,78,18,idknzou1,22,6695
1440103078057,1440103081096,106.25995237380266,Arc-Length Chart,1.6438561897747246,53,,3,0.09375,68,35,idknzou1,32,3039
1440103074385,1440103078056,241.984490621835,Donut Chart,1.0874628412503393,52,,2,0.03571428571428571,44,58,idknzou1,56,3671
1440102956702,1440102962405,115.56573959067464,Arc-Length Chart,1.0874628412503393,19,,-2,-0.18181818181818182,89,9,idknzou1,11,5703
1440103081097,1440103084440,10.147771770134568,Pie Angle Chart,3.7142455176661224,54,,13,0.20967741935483872,38,75,idknzou1,62,3343
1440103012771,1440103015731,36.319275526329875,Pie Chart,0.16992500144231237,33,,-1,-0.013157894736842105,24,75,idknzou1,76,2960
1440180118760,1440180128321,299.6352534927428,Donut Angle Chart,0.16992500144231237,30,,-1,-0.04,75,24,idlxwlk6,25,9561
1440179879304,1440179885487,249.8805361893028,Pie Chart,3.4757334309663976,0,Arc-Length,-11,-0.12087912087912088,9,80,idlxwlk6,91,6183
1440180174740,1440180187623,233.19126893766224,Donut Chart,2.357552004618084,37,,5,0.35714285714285715,86,19,idlxwlk6,14,12883
1440180069120,1440180077298,196.48528852500021,Donut Angle Chart,0.16992500144231237,22,,1,0.05263157894736842,81,20,idlxwlk6,19,8178
1440180168646,1440180174739,251.23291896656156,Pie Chart,0.16992500144231237,36,,-1,-0.023255813953488372,57,42,idlxwlk6,43,6093
1440180361875,1440180367528,11.927528847008944,Arc-Length Chart,1.0874628412503393,60,,-2,-0.022988505747126436,13,85,idlxwlk6,87,5653
1440180367529,1440180372649,171.56781865283847,Area Chart,2.8328900141647417,61,,-7,-0.1891891891891892,63,30,idlxwlk6,37,5120
1440180372650,1440180383944,155.15843588858843,Pie Chart,1.6438561897747246,62,,3,0.08108108108108109,63,40,idlxwlk6,37,11294
1440180383945,1440180388861,281.37402852997184,Donut Angle Chart,6.377210530388552,63,,83,16.6,95,88,idlxwlk6,5,4916
1440180388862,1440180391983,39.10337135195732,Area Chart,1.6438561897747246,64,,3,0.04477611940298507,33,70,idlxwlk6,67,3121
1440180391984,,176.57355861738324,Donut Chart,0.16992500144231237,65,,1,0.027777777777777776,64,37,idlxwlk6,36,
1440180400588,1440180404837,36.73800338990986,Donut Chart,0.16992500144231237,66,Arc-Length,-1,-0.01098901098901099,9,90,idlxwlk6,91,4249
1440180404838,1440180407284,287.578600673005,Donut Chart,0.16992500144231237,67,Arc-Length,1,0.1111111111111111,91,10,idlxwlk6,9,2446
1440180407285,1440180420103,323.7001578323543,Donut Chart,4.651051691178929,68,Arc-Length,-25,-1,75,Arc-Length,idlxwlk6,25,12818
1440180420104,1440180443299,352.20267749391496,Pie Chart,2.0443941193584534,69,Arc-Length,4,0.06557377049180328,39,65,idlxwlk6,61,23195
1440180137648,1440180142792,70.98331477493048,Pie Chart,2.357552004618084,32,,5,1.6666666666666667,97,8,idlxwlk6,3,5144
1440180211572,1440180219477,284.822063120082,Arc-Length Chart,1.6438561897747246,42,,3,0.05263157894736842,43,60,idlxwlk6,57,7905
1440180081097,1440180092343,227.80287958681583,Arc-Length Chart,3.9188632372745946,24,,15,0.2727272727272727,45,70,idlxwlk6,55,11246
1440180092344,1440180095527,83.94598544575274,Arc-Length Chart,2.8328900141647417,25,,7,0.4666666666666667,85,22,idlxwlk6,15,3183
1440180095528,1440180101137,79.62743715383112,Pie Angle Chart,3.189824558880017,26,,-9,-0.21951219512195122,59,32,idlxwlk6,41,5609
1440180101138,1440180105273,313.2338876556605,Donut Chart,0.16992500144231237,27,,-1,-0.013157894736842105,24,75,idlxwlk6,76,4135
1440180049925,1440180054417,8.211639560759068,Pie Angle Chart,5.836050355058069,20,,-57,-0.7125,20,23,idlxwlk6,80,4492
1440180054418,1440180069119,12.531453520059586,Arc-Length Chart,0.16992500144231237,21,,-1,-0.02631578947368421,62,37,idlxwlk6,38,14701
1440180252407,1440180256591,71.58416236750782,Pie Chart,3.0223678130284544,48,,8,0.11428571428571428,30,78,idlxwlk6,70,4184
1440180256592,1440180260435,58.14814676530659,Pie Chart,1.0874628412503393,49,,-2,-0.021739130434782608,8,90,idlxwlk6,92,3843
1440180240927,1440180248049,308.9166390616447,Arc-Length Chart,3.4757334309663976,46,,11,0.16923076923076924,35,76,idlxwlk6,65,7122
1440180077299,1440180081096,227.73293897509575,Donut Chart,2.0443941193584534,23,,4,0.6666666666666666,94,10,idlxwlk6,6,3797
1440180225238,1440180231664,216.2809740845114,Area Chart,1.6438561897747246,44,,-3,-0.03488372093023256,14,83,idlxwlk6,86,6426
1440180231665,1440180240926,44.66346248053014,Arc-Length Chart,2.0443941193584534,45,,4,0.21052631578947367,81,23,idlxwlk6,19,9261
1440180105274,1440180111329,260.46085682697594,Pie Angle Chart,0.16992500144231237,28,,-1,-0.01282051282051282,22,77,idlxwlk6,78,6055
1440180111330,1440180118760,310.65790836699307,Area Chart,0.16992500144231237,29,,-1,-0.01639344262295082,39,60,idlxwlk6,61,7430
1440180195874,1440180201718,114.50226358138025,Donut Angle Chart,2.6147098441152083,40,,-6,-0.06741573033707865,11,83,idlxwlk6,89,5844
1440180201718,1440180211571,229.91267678327858,Donut Angle Chart,1.0874628412503393,41,,-2,-0.04081632653061224,51,47,idlxwlk6,49,9853
1440179885488,1440179889647,350.2503922674805,Pie Chart,2.6147098441152083,1,Arc-Length,6,0.6666666666666666,91,15,idlxwlk6,9,4159
1440180157205,1440180168645,286.60018756985664,Donut Angle Chart,0.16992500144231237,35,,-1,-0.015151515151515152,34,65,idlxwlk6,66,11440
1440179903632,1440179920433,1.6130566131323576,Donut Chart,2.0443941193584534,3,Arc-Length,4,0.06557377049180328,39,65,idlxwlk6,61,16801
1440179889647,1440179903632,309.6428771596402,Pie Chart,4.651051691178929,2,Arc-Length,-25,-1,75,Area,idlxwlk6,25,13985
1440179925115,,136.03568639606237,Donut Chart,4.651051691178929,5,Arc-Length,-25,-1,75,Area,idlxwlk6,25,
1440179920433,1440179925114,304.4210384041071,Donut Chart,1.6438561897747246,4,Arc-Length,3,0.08108108108108109,63,40,idlxwlk6,37,4681
1440179956998,1440179978996,38.76895763911307,Arc-Length Chart,-3,7,,0,0,79,21,idlxwlk6,21,21998
1440179937683,1440179956997,73.60092672519386,Pie Chart,4.651051691178929,6,,-25,-1,75,,idlxwlk6,25,19314
1440179993296,1440179999525,254.43211781792343,Pie Chart,4.651051691178929,9,,-25,-1,75,,idlxwlk6,25,6229
1440180128321,1440180137647,256.6566940303892,Donut Chart,3.0223678130284544,31,,8,0.12903225806451613,38,70,idlxwlk6,62,9326
1440180219478,1440180225237,337.8888719435781,Area Chart,1.6438561897747246,43,,-3,-0.03409090909090909,12,85,idlxwlk6,88,5759
1440180190658,1440180195874,158.9035524521023,Pie Angle Chart,1.6438561897747246,39,,3,0.057692307692307696,48,55,idlxwlk6,52,5216
1440180148517,1440180157204,94.92130109108984,Donut Chart,2.6147098441152083,34,,6,1.5,96,10,idlxwlk6,4,8687
1440180248050,1440180252405,164.030332127586,Donut Chart,1.6438561897747246,47,,3,0.075,60,43,idlxwlk6,40,4355
1440180187623,1440180190657,50.36133977584541,Donut Angle Chart,0.16992500144231237,38,,-1,-0.012345679012345678,19,80,idlxwlk6,81,3034
1440179978996,1440179993295,197.86720661446452,Arc-Length Chart,-3,8,,0,0,27,73,idlxwlk6,73,14299
1440180450276,,44.128308054059744,Pie Chart,4.651051691178929,71,Arc-Length,-25,-1,75,Arc-Length,idlxwlk6,25,
1440180443300,1440180450275,209.77117418311536,Pie Chart,1.0874628412503393,70,Arc-Length,-2,-0.05405405405405406,63,35,idlxwlk6,37,6975
1440180018522,1440180022993,85.41496887803078,Pie Chart,4.651051691178929,15,,-25,-1,75,,idlxwlk6,25,4471
1440180012204,1440180018521,157.15947261080146,Donut Angle Chart,-3,14,,0,0,18,82,idlxwlk6,82,6317
1440180003665,1440180005412,331.17684924043715,Pie Angle Chart,-3,11,,0,0,23,77,idlxwlk6,77,1747
1440179999526,1440180003664,251.07968537136912,Pie Angle Chart,-3,10,,0,0,82,18,idlxwlk6,18,4138
1440180010039,1440180012203,221.73718803562224,Donut Angle Chart,-3,13,,0,0,92,8,idlxwlk6,8,2164
1440180005413,1440180010038,137.9773871228099,Donut Chart,4.651051691178929,12,,-25,-1,75,,idlxwlk6,25,4625
1440180355077,1440180361874,261.4426744915545,Area Chart,2.6147098441152083,59,,6,0.0967741935483871,38,68,idlxwlk6,62,6797
1440180348686,1440180355076,214.35561144724488,Donut Angle Chart,6.002815015607054,58,,64,4,84,80,idlxwlk6,16,6390
1440180028540,,312.16191994026303,Area Chart,-3,17,,0,0,33,67,idlxwlk6,67,
1440180022994,1440180028539,323.3807196468115,Area Chart,-3,16,,0,0,86,14,idlxwlk6,14,5545
1440180324434,1440180328977,1.421864815056324,Pie Angle Chart,0.16992500144231237,55,,1,0.014492753623188406,31,70,idlxwlk6,69,4543
1440180030404,1440180044737,233.9286250434816,Pie Angle Chart,1.0874628412503393,18,,-2,-0.0425531914893617,53,45,idlxwlk6,47,14333
1440180343947,1440180348685,197.5665191654116,Pie Chart,0.16992500144231237,57,,-1,-0.03225806451612903,69,30,idlxwlk6,31,4738
1440180328978,1440180343947,65.02771843224764,Arc-Length Chart,1.0874628412503393,56,,-2,-0.024390243902439025,18,80,idlxwlk6,82,14969
1440180273765,1440180281014,203.12678396701813,Area Chart,0.16992500144231237,51,,1,0.010869565217391304,8,93,idlxwlk6,92,7249
1440180260436,1440180273765,56.59627108834684,Pie Chart,-3,50,,0,0,78,22,idlxwlk6,22,13329
1440180306766,1440180317067,339.9697361513972,Area Chart,2.8328900141647417,53,,7,0.5384615384615384,87,20,idlxwlk6,13,10301
1440180281014,1440180306765,101.33122919127345,Pie Chart,0.16992500144231237,52,,1,0.0625,84,17,idlxwlk6,16,25751
1440180044738,1440180049925,15.114406468346715,Pie Angle Chart,0.16992500144231237,19,,1,0.03125,68,33,idlxwlk6,32,5187
1440180317068,1440180324433,262.61926067993045,Donut Chart,2.0443941193584534,54,,4,0.36363636363636365,89,15,idlxwlk6,11,7365
1440180142793,1440180148516,88.08108824305236,Pie Angle Chart,1.0874628412503393,33,,2,0.0392156862745098,49,53,idlxwlk6,51,5723
1440179272492,1440179276544,327.2303998656571,Area Chart,1.0874628412503393,30,,2,0.05555555555555555,64,38,idlxc7bf,36,4052
1440178930221,1440178937139,32.49888947233558,Pie Chart,0.16992500144231237,0,Arc-Length,-1,-0.01098901098901099,9,90,idlxc7bf,91,6918
1440179317700,1440179321555,279.0585800819099,Pie Chart,0.16992500144231237,37,,-1,-0.16666666666666666,94,5,idlxc7bf,6,3855
1440179217701,1440179227860,51.143196327611804,Donut Chart,1.0874628412503393,22,,2,0.15384615384615385,87,15,idlxc7bf,13,10159
1440179312787,1440179317699,58.975051352754235,Arc-Length Chart,0.16992500144231237,36,,1,0.02040816326530612,51,50,idlxc7bf,49,4912
1440179936861,1440179941124,25.7929696328938,Area Chart,0.16992500144231237,60,,-1,-0.013157894736842105,24,75,idlxc7bf,76,4263
1440179941125,1440179945179,274.65048900805414,Pie Angle Chart,6.306061689428342,61,,-79,-0.8586956521739131,8,13,idlxc7bf,92,4054
1440179945181,1440179957024,96.4118851069361,Donut Angle Chart,3.3398500028846247,62,,-10,-0.17857142857142858,44,46,idlxc7bf,56,11843
1440179957025,1440179962628,277.2836337145418,Donut Angle Chart,1.6438561897747246,63,,3,0.6,95,8,idlxc7bf,5,5603
1440179962629,1440179968347,36.841596672311425,Donut Chart,0.16992500144231237,64,,-1,-0.0196078431372549,49,50,idlxc7bf,51,5718
1440179968349,,50.248363707214594,Donut Chart,-3,65,,0,0,45,55,idlxc7bf,55,
1440179975130,1440179981085,240.85704292170703,Pie Chart,0.16992500144231237,66,Arc-Length,-1,-0.01098901098901099,9,90,idlxc7bf,91,5955
1440179981087,1440179986083,315.38029490970075,Pie Chart,0.16992500144231237,67,Arc-Length,1,0.1111111111111111,91,10,idlxc7bf,9,4996
1440179986085,1440179996764,150.14210027642548,Pie Chart,4.651051691178929,68,Arc-Length,-25,-1,75,Angle,idlxc7bf,25,10679
1440179996765,1440180005432,255.8229234907776,Donut Chart,1.0874628412503393,69,Arc-Length,2,0.03278688524590164,39,63,idlxc7bf,61,8667
1440179284284,1440179289876,95.80148667097092,Donut Angle Chart,5.909893083770042,32,,-60,-0.75,20,20,idlxc7bf,80,5592
1440179350032,1440179354031,287.1970975957811,Pie Angle Chart,-3,42,,0,0,97,3,idlxc7bf,3,3999
1440179237137,1440179243956,311.0849291179329,Donut Chart,0.16992500144231237,24,,-1,-0.015151515151515152,34,65,idlxc7bf,66,6819
1440179243957,1440179250140,72.98201537691057,Donut Chart,2.0443941193584534,25,,-4,-0.04938271604938271,19,77,idlxc7bf,81,6183
1440179250140,1440179255968,55.20901121199131,Donut Angle Chart,-3,26,,0,0,75,25,idlxc7bf,25,5828
1440179255969,1440179264237,349.65029519051313,Donut Angle Chart,3.7142455176661224,27,,13,0.40625,68,45,idlxc7bf,32,8268
1440179130509,1440179139020,114.0590395219624,Pie Chart,1.6438561897747246,20,,3,0.08108108108108109,63,40,idlxc7bf,37,8511
1440179139021,1440179217700,93.78952790983021,Arc-Length Chart,0.16992500144231237,21,,-1,-0.25,96,3,idlxc7bf,4,78679
